Company,Location ,Title,Name ,Focus,Experience,,,,,,,,,,,,
,Hong Kong,Associate,Leo Chen ,,Ex JPM.,,,,,,,,,,,,
,Hong Kong,Associate,Alex Ge,Healthcare,"Joinedin 19, Ex UBS",,,,,,,,,,,,
,Hong Kong,Analyst,Zoe Sun,Mainly do macroeconomics research,"Joined in 18, fresh grad from Georgetown University",,,,,,,,,,,,
,Hong Kong,Analyst,Wizz Zhao,,"Joined in 19, fresh grad from Harvard",,,,,,,,,,,,
,Beijing,Analyst,Mike Zhao,,"Joined in 19, fresh grad from NYU",,,,,,,,,,,,
,Beijing,Analyst,Dan Feng,,"Joined in 19, fresh grad from Tsinghua",,,,,,,,,,,,
,Beijing,Analyst,Shucen Liu,,,,,,,,,,,,,,
,Beijing,Analyst,Eva (Yun) Zou,,,,,,,,,,,,,,
,Hong Kong,Analyst,Chaoran Cheng,,"Joined in 19, fresh grad from Dartmouth",,,,,,,,,,,,
,Beijing,Analyst,Di Yang,Real Estate,,,,,,,,,,,,,
,Beijing,Analyst,Ping He,,"Joined in 19, fresh grad from PKU",,,,,,,,,,,,
,Hong Kong,Analyst,Shuyuan Shen,Generalist,"Joined in 20, Ex Barclays",,,,,,,,,,,,
,Hong Kong,Analyst,Jonathan Hung,,"Joined in 20, ex MS",,,,,,,,,,,,
,Beijing,Senior Analyst,Terrance Li,PhD Background Robotics,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Proterra Investment Partners,Shanghai,Managing Partner,Tai C. Lin,Food & Beverage,,,,,,,,,,,,,
,Shanghai,Managing Director,Tina Wang,Food & Beverage,"Ex SunEdison, CITIC Capital",,,,,,,,,,,,
,Shanghai,Director,Qingyun Tian,Food & Beverage,Ex BCG,,,,,,,,,,,,
,Shanghai,Senior Vice President,Ling Fu,Food & Beverage,,,,,,,,,,,,,
,Shanghai,Senior Vice President,William So,Food & Beverage,,,,,,,,,,,,,
,Shanghai,Vice President,Shawn Lim,Food & Beverage,Ex Burger King,,,,,,,,,,,,
,Shanghai,Associate,Qiyuan Yang,Food & Beverage,,,,,,,,,,,,,
,Shanghai,Analyst,Diyang Wang,Food & Beverage,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
RRJ Capital,Hong Kong,Partner,Richard Ong,,ex GS,,,,,,,,,,,,
,Hong Kong/Menlo Park,Partner,Charles Ong,,,,,,,,,,,,,,
,Hong Kong,Managing Director,James Liu,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Vivian Lam,Portfolio Management,ex GE Capital,,,,,,,,,,,,
,Singapore,Managing Director,Tai Chuan Ngo,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Ivan Chern,,Singaporean. ex MS SSG,,,,,,,,,,,,
,Hong Kong,Managing Director,Christine Ting Chen,,Joined in 15. Ex ML.,,,,,,,,,,,,
,Hong Kong,Managing Director,Aiden Poon,,ex JPM,,,,,,,,,,,,
,Hong Kong,Vice President,Alex Yeung,,,,,,,,,,,,,,
,Hong Kong,Vice President,Phoebe Kwan,,American and Hong Konger. ex Calpers,,,,,,,,,,,,
,Hong Kong,Vice President,Christine Chan,,ex CS,,,,,,,,,,,,
,Hong Kong,Associate,Christina Ye,,Join in 03/18. Ex Citi China.,,,,,,,,,,,,
,Hong Kong,Associate,Shawn Wang,,Join in 03/18. Ex BAML,,,,,,,,,,,,
,Hong Kong,Associate,Harry Lai,,Joined in 11/20,,,,,,,,,,,,
,Singapore,Associate,Andy Chang,,Joined in 20,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sailing Capital,Hong Kong,Chairman,Yang Ping,,,,,,,,,,,,,,
,Hong Kong,President/CEO,Liang Tsui,,,,,,,,,,,,,,
,Hong Kong,Partner and MD,Darren O'Brien,,,,,,,,,,,,,,
,Hong Kong,Partner and MD,Catherine Fan,,,,,,,,,,,,,,
,Hong Kong,Partner and MD,Ray Zhang,,,,,,,,,,,,,,
,Hong Kong,Executive Director,Edgar Wang,,,,,,,,,,,,,,
,,Director,Joe Tong,,Ex Shearman & Sterling. Left to join Huatai,,,,,,,,,,,,
,Hong Kong,Executive Director,George Feng,,Ex National Australia Bank,,,,,,,,,,,,
,Shanghai,Director,Xingyi Yang,??,Ex Infinity,,,,,,,,,,,,
,Hong Kong,Vice President,Stephen Yu,,Ex Essence,,,,,,,,,,,,
,Hong Kong,Vice President,James Zhang,,"Ex Canaccord, Daiwa Capital Markets",,,,,,,,,,,,
,Shanghai,Vice President,Yi Cao,Still there?,Ex China Financial Future Exchange,,,,,,,,,,,,
,Hong Kong,Vice President,Yichen Wang,TMT HC,Ex GS,,,,,,,,,,,,
,Hong Kong,Senior Associate,Dominic Leung,Left and joined Pingan,"Ex Somerley Capital, PwC",,,,,,,,,,,,
,,Senior Associate,Quan Zheng,??,,,,,,,,,,,,,
,Hong Kong,Associate,Yilia Wu,,"Ex JPM, Left for OTPP",,,,,,,,,,,,
,Hong Kong,Associate,Letian (Simon) Zhang,??,"Ex Yunfeng, BOCI",,,,,,,,,,,,
,,Associate,Yitian Xia,Left to join Ant Group in SHA in 2021,"Ex Bloomberg, UBS, GS",,,,,,,,,,,,
,Shanghai,Senior Associate,Jianxiao Liu,,,,,,,,,,,,,,
,Shanghai,Associate,Sophie Liu,??,Ex Evercore,,,,,,,,,,,,
,,Analyst,Sihan Li,,Fresh graduate from Boston University,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Sequoia Capital - Buyout,Hong Kong,Managing Director,Steve Jia,,Ex JPM M&A,,,,,,,,,,,,
,Hong Kong,Vice President,Mike Wan,,"Ex PAG, JPM M&A",,,,,,,,,,,,
,Shanghai,Associate,Siyu Sam Zhang,,Ex CITIC Capital HC,,,,,,,,,,,,
,,Analyst,Ted Chen,,Ex JPM M&A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Silver Lake,Hong Kong/Menlo Park,"Managing Partner, Managing Director",Kenneth Hao,,,,,,,,,,,,,,
,Hong Kong,Managing Director,Yingqi Li,,Joined in 09. ex MS.,,,,,,,,,,,,
,Hong Kong,Director,Alex Li,,"Joined in 21, ex BX",,,,,,,,,,,,
,Hong Kong,Principal,Tony Liu,,Joined in 16. Ex Citi. ,,,,,,,,,,,,
,Hong Kong,Associate,Victoria Xiao,,Ex TPG,,,,,,,,,,,,
,Hong Kong,Associate,Hongfei Xia,,Joined Google in SG,,,,,,,,,,,,
,Hong Kong,Analyst,Caesar Chang,,Joined in 19 from PKU,,,,,,,,,,,,
,Hong Kong,Analyst,Xiaorui Tao,,Joined in 20 from MS,,,,,,,,,,,,
,Hong Kong,Analyst,Tony Xiao,,Joined in 19 from Upenn,,,,,,,,,,,,
,Hong Kong,Analyst,George Hou,,,,,,,,,,,,,,
,Hong Kong,Analyst,Wantong Tu,,Joined directly from uni,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SIG,Shanghai,Partner,Yi Luo,,Joined in 2021. ex Carlyle,,,,,,,,,,,,
,Shanghai,Investment Professional,Yuchen Zhang,,Joined in 2021. ex Carlyle,,,,,,,,,,,,
,Shanghai,Analyst,Jessie Li,,Joined in 2021. ex FA Gaohu,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
SCPE,Singapore,Managing Director & Global Co-Head,Nainesh Jaisingh,,joined in July 2011; Indian,,,,,,,,,,,,
,Hong Kong,"Managing Director, Head of China",Gilbert Zeng,,"Joined in Jan 2011. Ex Houlihan Lokey, joined in Jan 2011, Ex Senior Asso at Houlihan Lokey, Ex legal consultant",,,,,,,,,,,,
,Hong Kong,Managing  Director,David Wei Zhu,,,,,,,,,,,,,,
,Shanghai,Executive Director,Jim Jinyin Wang,,"Joined in Jul 2012, ex Olympus, ex LB",,,,,,,,,,,,
,Shanghai,Associate Director,James Kong ,,Ex Citi,,,,,,,,,,,,
,Singapore,Director,Uday Krishna,,"Joined in Dec 2009, ibd exp",,,,,,,,,,,,
,Singapore,Associate Director,Jeremiah Tay,,Transferred from Mumbai office,,,,,,,,,,,,
,,Associate Director,Stephen XX,,,,,,,,,,,,,,
,Beijing,Associate Director,Ting Zhang,,joined in 07. ex CICC,,,,,,,,,,,,
,Shanghai,Associate   ,Wendy Gao ,,"Trainee of SCB, rotation on M&A and corporate banking for three years, and started doing PE from July of this year",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Softbank Vision Fund,Shanghai,Partner,Eric Chen,,,,,,,,,,,,,,
,Hong Kong,Partner,Joanne Xu,,,,,,,,,,,,,,
,Hong Kong,Partner,Dennis Chang,,,,,,,,,,,,,,
,Shanghai,Partner,Linda Yu,,,,,,,,,,,,,,
,Hong Kong,Partner,Cecilia Chen,,,,,,,,,,,,,,
,Shanghai,Partner,Arthur Zhang,,,,,,,,,,,,,,
,Shanghai,Partner,Kenneth Lu,,,,,,,,,,,,,,
,Shanghai,Partner,Shanshan Liu,,,,,,,,,,,,,,
,Shanghai,Director,Tony Liu,,,,,,,,,,,,,,
,Shanghai,Director,Aaron Wang,,,,,,,,,,,,,,
,Shanghai,Vice President,Mike Guo,,Ex MS NY FIG,,,,,,,,,,,,
,Shanghai,Vice President,Simon Zhang,,Ex Baidu,,,,,,,,,,,,
,Shanghai,Vice President,Lin Su,,"newly promoted, ex PAG",,,,,,,,,,,,
,Shanghai,Vice President,Jake Qu,From JP team,Ex JPM,,,,,,,,,,,,
,Shanghai,Vice President,Jeremy Wai,From JP team,,,,,,,,,,,,,
,Shanghai,Vice President,Eddie Chen,,Ex Baring,,,,,,,,,,,,
,Shanghai,Vice President,Collin Fu,,,,,,,,,,,,,,
,Shanghai,Vice President,Gaopeng Chen,Healthcare,,,,,,,,,,,,,
,Shanghai,Vice President,Justin Ling,From JP team,,,,,,,,,,,,,
,Shanghai,Associate,Naiqi Wang,,Left to join WP TMT team,,,,,,,,,,,,
,Shanghai,Associate,Linda Sheng,,Ex McKinsey. Left to join WP TMT team,,,,,,,,,,,,
,Shanghai,Associate,Jessica Gao,,,,,,,,,,,,,,
,Shanghai,Associate,Bruce Zong,,Ex CS,,,,,,,,,,,,
,Shanghai,Associate,Lukai Wang,,Ex JPM,,,,,,,,,,,,
,Shanghai,Associate,Ray Su,,Ex JPM,,,,,,,,,,,,
,Shanghai,Analyst,Angela Cai,From JP team,Ex CPPIB,,,,,,,,,,,,
,Shanghai,Analyst,Jerry Cui,From JP team,,,,,,,,,,,,,
,Shanghai,Analyst,Jing Gao,,ex Hillhouse Ops,,,,,,,,,,,,
,Shanghai,Analyst,Chloe Lu,,,,,,,,,,,,,,
,Shanghai,Analyst,Lydia Fu,,,,,,,,,,,,,,
,Shanghai,Analyst,Cici Ge,,,,,,,,,,,,,,
,Shanghai,Analyst,Eric Zhu,,,,,,,,,,,,,,
,,A few more new Analysts,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TA Associates,Hong Kong,Managing Director,Edward Sippel,,ex Quadrangle. American,,,,,,,,,,,,
,Hong Kong,Senior Vice President,Daniel Brujis,,"From London office, ex Lazard NY",,,,,,,,,,,,
,Hong Kong,Senior Vice President,Andrew Tay,,,,,,,,,,,,,,
,Hong Kong,Associate,Lily Xu ,,Joined in 18. Ex  MS,,,,,,,,,,,,
,Hong Kong,Senior Associate,Michele Lim,,,,,,,,,,,,,,
,Hong Kong,Associate,Paul Cheung,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Temasek,Beijing,Head of China,Yibing Wu,,Joined in 13. ex SMD. ex Goldstone,,,,,,,,,,,,
,Shanghai,Managing Director,Ye Shen,Healthcare/TransLog,Joined in '03/14. Promoted to MD in '03/17. close to Yibing,,,,,,,,,,,,
,Shanghai,Director,Jingwen Miao,Healthcare,Joined in 2015. Ex Carlyle and MS.,,,,,,,,,,,,
,Shanghai,Associate Director,Sylvia Zhou,Healthcare,Joined in '07/13. Transferred from SGN in '03/15.,,,,,,,,,,,,
,Shanghai,Associate Director,Andy Zeng,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate Director,Diya Li,FIG/Healthcare,Joined in 2012. Transferred from SGN in Feb 16,,,,,,,,,,,,
,Shanghai,Associate Director,Yvette Chen,Healthcare,Joined in '07/14. Promoted to S.Asso. '01/17.   ,,,,,,,,,,,,
,Shanghai,Senior Associate,Hao Jia,Healthcare,"Joined in Apr 18, ex Roland Berger, PhD from John Hopkins",,,,,,,,,,,,
,Shanghai,Senior Associate,Chao Fan,Healthcare,"Joined in Jun 18, PhD from Stanford",,,,,,,,,,,,
,Shanghai,Associate,Yiying Wang,Healthcare,Joined in 20,,,,,,,,,,,,
,Shanghai,Associate,Jiyuan Zong,Healthcare,Joined Sequoia,,,,,,,,,,,,
,Shanghai,Managing Director,Hui Liu,Consumer,,,,,,,,,,,,,
,Beijing,Director,Ivy Ling,Consumer/FIG,Joined in '09/07. ex LB/Nomura FIG,,,,,,,,,,,,
,Shanghai,Director,Sui Tang,Consumer/RE,Joined in '11/14. Ex ML.,,,,,,,,,,,,
,Shanghai,Associate Director,Jack Xiaotian Wang,Consumer,Joined in '09/16.  Ex CS. ,,,,,,,,,,,,
,Shanghai,Associate Director,Kacie Nie,Consumer,,,,,,,,,,,,,
,Shanghai,Associate Director,Fanya Ma,Consumer,,,,,,,,,,,,,
,Beijing,Senior Associate,Frank Fan,Healthcare,"Joined in 19, Ex GS",,,,,,,,,,,,
,Beijing,Associate,Jessica Zhang,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate,Shuyi Wang,Consumer,,,,,,,,,,,,,
,Shanghai,Associate,,Consumer,Joined in 01/21. Ex GS.,,,,,,,,,,,,
,Beijing,Managing Director,Eugene Huang,TMT,,,,,,,,,,,,,
,Beijing,Director,Grace Huang,TMT,Joined in '01/16. Ex GS. ,,,,,,,,,,,,
,Beijing,Associate Director,Molly Zhang,TMT,Joined in 2012. Promoted to S.Asso in 03/15.,,,,,,,,,,,,
,Beijing,Associate Director,Lu Xia,TMT,Joined in 2012. Promoted to S.Asso in 03/15.,,,,,,,,,,,,
,Beijing,Associate Director,Tyron Deng,TMT,Joined in 07/14. ,,,,,,,,,,,,
,Beijing,Associate Director,Denghui Sun,TMT,Joined in 09/17. Ex Citi CHAT,,,,,,,,,,,,
,Beijing,Senior Associate,Haining Wang,TMT,Joined in 11/17.  Ex MS M&A,,,,,,,,,,,,
,Beijing,Senior Associate,Rick Zou,TMT,"Joined in 19,  fresh grad from Tsinghua",,,,,,,,,,,,
,Beijing,Associate,Joyce Xu,TMT,,,,,,,,,,,,,
,Beijing,Associate,Travis Qiu,TMT,,,,,,,,,,,,,
,Shanghai,Associate,Cecillia Chen,Industrials,,,,,,,,,,,,,
,Beijing,Director,Linda Ren,FIG,,,,,,,,,,,,,
,Beijing,Associate Director,Allen Chen,FIG,,,,,,,,,,,,,
,Beijing,Associate Director,Genna Li,FIG,,,,,,,,,,,,,
,Shanghai,Director,Gongyan Wu,TransLog,,,,,,,,,,,,,
,Shanghai,Associate Director,Joseph Duan,TransLog,,,,,,,,,,,,,
,Shanghai,Senior Associate,Zhiping Mao,TransLog,,,,,,,,,,,,,
,Shanghai,Senior Associate,Carol Chen,TransLog,,,,,,,,,,,,,
,Shanghai,Associate,Zoe Liu,TransLog,,,,,,,,,,,,,
,Shanghai,Director,Rita Yuting Cao,TransLog,Joined in '07/07. Promoted to AD in 2011,,,,,,,,,,,,
,Shanghai,Associate Director,Kevin Li,TransLog,,,,,,,,,,,,,
,Shanghai,Senior Associate,Rose Luo,TransLog,,,,,,,,,,,,,
,Shanghai,Associate,Simon Shao,RE,"Joined in 2020, Ex Citi",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Tencent,Beijing ,ED,Yao Xia,Consumer,,,,,,,,,,,,,
,Beijing ,Director,Fei Xia,Consumer,,,,,,,,,,,,,
,Shenzhen,Director,Meizi Zhu,Consumer,,,,,,,,,,,,,
,Beijing ,Director,Yang Huang,Consumer,,,,,,,,,,,,,
,Beijing ,Associate,Charles Li,Consumer,"Ex Warburg, Hillhouse",,,,,,,,,,,,
,Shanghai,Associate,Jun Liang,Consumer,,,,,,,,,,,,,
,Beijing ,Associate,Xiaohan Ren,Consumer,,,,,,,,,,,,,
,Beijing,Associate,Lukang Zhou,Consumer,Ex Legend,,,,,,,,,,,,
,Beijing,Associate,Li Wang,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Weimin Li,Consumer,,,,,,,,,,,,,
,Beijing,Analyst,Zongshan Ouyang,Consumer,,,,,,,,,,,,,
,Beijing ,Analyst,Yifei Feng,Consumer,https://www.linkedin.com/in/yifei-feng-039805158/,,,,,,,,,,,,
,Beijing ,Managing Director,Levin Leiwen Yao,To-B,,,,,,,,,,,,,
,Beijing ,Director,Hongda Xiao,To-B,,,,,,,,,,,,,
,Beijing ,Director,Shengfeng yan ?,To-B,,,,,,,,,,,,,
,Beijing ? Shanghai,Director,Shin Zhixuan Liu,To-B,,,,,,,,,,,,,
,Beijing ,Director,Yangbo xia,To-B,,,,,,,,,,,,,
,Beijing,Associate,Jason Yang,To-B,,,,,,,,,,,,,
,Beijing,Associate,Elaine Liu,To-B,,,,,,,,,,,,,
,Beijing ,Associate,Jiacheng Tang,To-B,,,,,,,,,,,,,
,Beijing ,Analyst,Steven Diao,To-B,,,,,,,,,,,,,
,Beijing ,Analyst,Rocky Hu,To-B,,,,,,,,,,,,,
,Shanghai,Senior Associate,Brian Zhang,Healthcare,,,,,,,,,,,,,
,Beijing ,Director,Shengfeng Yan,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate,Jiandong S,Healthcare,,,,,,,,,,,,,
,Shanghai,Analyst,Yiying Wang,Healthcare,,,,,,,,,,,,,
,Shanghai,Analyst,Ziwei Tian,Healthcare,,,,,,,,,,,,,
,Hong Kong,Director,Tony liu,Overseas,,,,,,,,,,,,,
,Hong Kong,Associate,Chloe xia,Overseas,,,,,,,,,,,,,
,Hong Kong,Associate,Emily Sun,Overseas,,,,,,,,,,,,,
,Hong Kong,Analyst,Sinong Duan,Overseas,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Tiger Global,Hong Kong,Managing Director,Pengfei Wang,,,,,,,,,,,,,,
,Beijing ,Associate,Caiyao Mai,,"Joined in 2021, Ex GGV",,,,,,,,,,,,
,Beijing ,Associate,Daniel Zhao,,,,,,,,,,,,,,
,Beijing ,Associate,Stella Chai,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
TPG Capital,Hong Kong,Head of China,Qiang Sun,Buyout,Joined in 2017,,,,,,,,,,,,
,Beijing,Managing Director ,Lydia Cai,Healthcare,Ex Hao Capital,,,,,,,,,,,,
,Beijing ,Managing Director,Simon Liyang Zhang,TMT,,,,,,,,,,,,,
,Beijing,Vice President ,Lidong Jiang,Healthcare,,,,,,,,,,,,,
,Beijing,Vice President,Yaohui Zhang,Healthcare,,,,,,,,,,,,,
,Beijing,Associate,Yilin Zhang,Healthcare,,,,,,,,,,,,,
,Beijing ,Analyst,Romy Wang,Healthcare,,,,,,,,,,,,,
,Beijing,Operation team ,Sharon,,,,,,,,,,,,,,
,Beijing,Vice President,Chris Tang,Consumer,"Joined in 17, Ex CS",,,,,,,,,,,,
,Beijing,Senior Associate,Yilia Wu,Consumer,"Joined in 17, Ex JP",,,,,,,,,,,,
,Beijing,Senior Associate,Simon Zhang,Consumer,"Joined in 18, Ex JP",,,,,,,,,,,,
,Beijing,Analyst,Kaifeng Sun,Consumer,"Joined in 20, fresh grad",,,,,,,,,,,,
,Beijing,Managing Director,William Peng,TMT&FIG,"Ex Uxin, Warburg",,,,,,,,,,,,
,Beijing,Vice President ,Linna Huang,TMT,Ex JD.com,,,,,,,,,,,,
,Beijing,Vice President ,Leo Sun,TMT,"Joined in 18, Ex BCG",,,,,,,,,,,,
,Beijing,Associate,Chang Qin,TMT,"Joined in 21, Ex IDG",,,,,,,,,,,,
,Beijing,Analyst,Jingying Liu,TMT,Joined in 19,,,,,,,,,,,,
,Beijing,Analyst,Jessie Chen,TMT,"Joined in 20, fresh grad",,,,,,,,,,,,
,Beijing,Analyst,Beth Lin,TMT,"Joined in 21, ex Citi",,,,,,,,,,,,
,Beijing,Vice President ,Dandan Lai,FIG,,,,,,,,,,,,,
,Beijing,Associate,Fiona Qu,FIG,Joined in 16,,,,,,,,,,,,
,Beijing,Associate,Yue Qi,TMT,Joined in 18,,,,,,,,,,,,
,Beijing,Analyst,Tong Zhou,FIG,Joined in 19,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Vitruvian Partners,Shanghai,Managing Director,Richard Chen,,,,,,,,,,,,,,
,Shanghai,Director,Yuan Xia,,,,,,,,,,,,,,
,Shanghai,Director,George Jiao,,,,,,,,,,,,,,
,Shanghai,Associate,Xiaoyu Du,,,,,,,,,,,,,,
,Shanghai,Associate,Michael Hong,,,,,,,,,,,,,,
,Shanghai,Senior Associate,Gary Chen,,,,,,,,,,,,,,
,Shanghai,Associate,Antonia Heng,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Warburg Pincus,Hong Kong,"Managing Director, Co-head of China",Julian Cheng,TMT,,,,,,,,,,,,,
,Hong Kong,Managing Director,Gordon Ding,TMT,,,,,,,,,,,,,
,Beijing ,Principal ,Richard Chan ,TMT,Ex GS PIA,,,,,,,,,,,,
,Beijing,Vice President,Richard Ge,TMT,Ex CMC . Left for Tengyue PE,,,,,,,,,,,,
,Shanghai,Vice President,Terry Lin,TMT,"Joined in 18, ex CMC Capital",,,,,,,,,,,,
,Beijing,Vice President,Naiqi Wang,TMT,,,,,,,,,,,,,
,Shanghai,Vice President,Linda Sheng,TMT,,,,,,,,,,,,,
,Beijing,Vice President,Shawn Xiang,"TMT, SaaS","Joined in 18, ex TPG",,,,,,,,,,,,
,Beijing,Associate,Derek Zhou,TMT,"Joined in 19, ex Temasek",,,,,,,,,,,,
,Shanghai,"Managing Director, Head of China Healthcare",Min Fang,Healthcare,,,,,,,,,,,,,
,Shanghai,Managing Director,Leo Shi,Healthcare,Product focus,,,,,,,,,,,,
,Shanghai,Principal ,Roger Cheng,Healthcare,Ex 中国建银国际投资. Left to join PAG as MD. Was a product guy at Warburg,,,,,,,,,,,,
,Shanghai,Principal,Danli Wang,Healthcare,Service focus,,,,,,,,,,,,
,Shanghai,Director,Alex Ba,Healthcare,"Services focus, not in investment team, focuses on portfolio management and early stage sourcing",,,,,,,,,,,,
,Shanghai,Vice President,Xiaoli Wang,Healthcare,"Biotech and new drugs focus. Joined in 2020, ex Orbimed 18-20. Yale Biostatics
",,,,,,,,,,,,
,Beijing,Vice President,Daniel Xiong,Healthcare,"Covers devices, promoted to VP in 7/19. Joined '07/17.  Ex Bx. Ex JPM",,,,,,,,,,,,
,Shanghai,Vice President,May Chen,Healthcare,Joined Strategic Vision Investment. Biotech focus. Joined 17. Ex ABG,,,,,,,,,,,,
,Shanghai,Vice President,Vincent Wang,Healthcare,"Joined in 19, Ex DCP",,,,,,,,,,,,
,Shanghai,Vice President,Amanda Zhou,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate,Sophie Zhu,Healthcare,Daughter of Chairman of porfolio company,,,,,,,,,,,,
,Shanghai,Associate,Siyang Xu,Healthcare,,,,,,,,,,,,,
,Shanghai,Associate,Michael Zeng,Healthcare,,,,,,,,,,,,,
,Shanghai,Managing Director,Greta Gu,Industrial tech ,,,,,,,,,,,,,
,Shanghai,Principal,James Gao,Industrial tech ,ex CPE,,,,,,,,,,,,
,Shanghai,Vice President,Stanley Guo,Industrial tech,,,,,,,,,,,,,
,Shanghai,"Managing Director, Co-head of China",Frank Wei,,,,,,,,,,,,,,
,Shanghai,Partner,Jericho Lei Zhang,Consumer,ex IDG,,,,,,,,,,,,
,Shanghai,Partner,Vera Yang,Consumer,ex NYSE,,,,,,,,,,,,
,Shanghai,Principal,Chris Shen,Consumer,,,,,,,,,,,,,
,Shanghai,Principal,Will (Keyu) Wang,Consumer,,,,,,,,,,,,,
,Beijing,Principal,Hugo Hu,Consumer,ex MS,,,,,,,,,,,,
,Shanghai,Principal,Keyu Wang,Consumer,ex Gaorong,,,,,,,,,,,,
,Hong Kong,Principal,Hao Yin,Consumer,"Left, joined CVC in 2020",,,,,,,,,,,,
,Shanghai,Vice President,Lingchao Wang,Consumer,Ex Silverlake,,,,,,,,,,,,
,Shanghai,Vice President,Viola Xin,Consumer,,,,,,,,,,,,,
,Shanghai,Associate,Steve Gao,Consumer,"Joined in 19, Ex DCP, BAML",,,,,,,,,,,,
,Shanghai,Associate,Xinyi Mao,Consumer,,,,,,,,,,,,,
,Shanghai,Associate,Joy Hu,Consumer,"Joined in 21, Ex HONY",,,,,,,,,,,,
,Shanghai,Analyst,Jake Du,Consumer,"Joined 21, ex Snow Lake",,,,,,,,,,,,
,Shanghai,Analyst,Hang Zhang,Consumer,,,,,,,,,,,,,
,Shanghai,Associate,Jackie Shao,Consumer,,,,,,,,,,,,,
,Shanghai,Associate,Yue Zhang,Consumer,,,,,,,,,,,,,
,Hong Kong,Managing Director,Ben Zhou,FIG,Industrials & FIG,,,,,,,,,,,,
,Shanghai,Managing Director,Lilian Zhu,FIG,,,,,,,,,,,,,
,Beijing,Principal,Bob Lian,FIG,,,,,,,,,,,,,
,Shanghai,Vice President,Andre Ren ,FIG,,,,,,,,,,,,,
,Shanghai,Associate,Dresden Zhang,FIG,"Ex Alibaba, MBK, Citi",,,,,,,,,,,,
,Shanghai,Associate,Sara Li,FIG,,,,,,,,,,,,,
,Shanghai,Associate,Jessica Jiang,FIG,,,,,,,,,,,,,
,Shanghai,Associate,Yuyao Ji,FIG,Ex BCG,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
XIO Group,Hong Kong,Head of Asia & Partner,Murphy Qiao ,,"Ex CICC in Beijing, doing cross-border M&A",,,,,,,,,,,,
,Hong Kong,Chairman & Partner,Anthene Li ,,,,,,,,,,,,,,
,Hong Kong,Director,Simon Chuk,,,,,,,,,,,,,,
,Shanghai,Vice President,Charles Zhu,,,,,,,,,,,,,,
,Shanghai,Vice President,Cynthia Jia,,Ex Lazard,,,,,,,,,,,,
,Hong Kong,Vice President,Joan Zhuqiong Wang,,Ex CICC  ,,,,,,,,,,,,
,Hong Kong,Associate,Kening Ye,,Left for Yum China,,,,,,,,,,,,
,Hong Kong,Associate,Josh Lyons,,Canadian,,,,,,,,,,,,
,Shanghai,Investment Executive,Sue Zhipan Su,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Yunfeng Capital,Shanghai,Partner,Allan Zhu,To B and Tech,,,,,,,,,,,,,
,Shanghai,Managing Director,Grace Ping,"TMT, Consumer","Joined Redpoint as Partner, Ex Sequoia",,,,,,,,,,,,
,Shanghai,Partner,Xin Huang,,Ex GE,,,,,,,,,,,,
,Shanghai,Vice President,Yijing Song,,,,,,,,,,,,,,
,Beijing,Associate,Martin Wang,"TMT, Consumer, Logistic",,,,,,,,,,,,,
,Beijing,Associate,Yi Han,"TMT, Consumer, Logistic",,,,,,,,,,,,,
,Beijing,Vice President,Xiaomeng Sun,"TMT, Consumer, Logistic",18500525811,,,,,,,,,,,,
,Shanghai,Vice President,Jinji Zhuo,"Logistics, E-commerce, Education service",,,,,,,,,,,,,
,Shanghai,Vice President,Yuchen Cao,"Logistics, E-commerce",,,,,,,,,,,,,
,Beijing,Partner,Na Li,"TMT, Consumer, Logistic",,,,,,,,,,,,,
,Shanghai,Senior Associate,Alice Zhuang,"TMT, Consumer, SaaS",,,,,,,,,,,,,
,Beijing,Analyst,Jessie Wang,"TMT, Consumer, SaaS",,,,,,,,,,,,,
,Shanghai,Associate,Ruohua Shi,TMT,,,,,,,,,,,,,
,Shanghai,Executive Director,Sipei Zhang,To B and Tech,,,,,,,,,,,,,
